,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,label
862,-4.733,-0.901,3.022,-1.475,3.166,,-0.532,-3.505,3.036,-2.664,-1.105,-0.18,,-1.574,,-0.5596087,,E
863,-6.419,-3.503,-1.324,0.964,1.388,-0.916,-0.004,0.577,1.17,-1.959,-0.166,-2.686,0.226,1.407,,,-2.5560443,E
864,1.106,,-1.278,0.282,1.214,-2.224,2.788,,3.25,-1.479,,-0.358,,-1.942,1.57688,-1.0688869,,G
865,-0.82,3.582,,,-4.284,-1.198,-1.006,,0.126,-2.828,-0.228,-1.548,-0.025,0.19,,-1.4118259,0.25917232,B
866,0.376,,4.284,-1.63,1.707,-1.85,-1.267,-1.292,-0.581,2.552,,-3.473,,-0.71,-3.4839234,-2.7555737,2.2836115,B
867,,-0.569,3.171,,1.764,-1.523,3.521,-1.941,-0.956,1.626,,,-1.061,-0.18,,-2.8571305,4.2062955,E
868,,-4.832,,0.731,,-0.979,-2.388,-1.578,-1.354,-0.453,0.793,-0.216,-1.932,0.125,1.2637539,,-0.25261152,A
869,10.731,-3.215,,-2.828,,-1.377,0.029,1.196,-0.085,-0.102,-1.546,1.029,-1.333,-0.63,-4.572611,-2.554974,0.7229893,A
870,0.323,0.732,2.809,1.83,3.099,,-2.1,3.787,-0.856,,1.98,-3.069,0.706,-0.134,3.1296341,,-0.56976175,E
871,-2.761,0.356,4.195,-2.038,2.025,-1.861,2.299,-1.244,1.263,0.89,0.151,1.592,-1.616,,-4.219373,-3.012165,2.53219,E
872,-0.484,,1.957,-0.387,-4.69,-0.854,-3.302,,0.603,-1.087,1.758,1.553,1.738,4.048,-2.3025064,,3.6756754,B
873,5.619,,,,-0.402,,4.152,-0.378,,-2.634,-0.864,0.659,2.298,-0.909,25.621641,9.1792345,-20.082926,A
874,2.404,7.238,-3.033,1.363,,,0.163,-0.928,,-0.257,-0.504,1.266,,1.299,3.7487078,,-3.518188,G
875,-7.013,-3.551,-3.001,0.746,0.928,,0.228,0.299,-1.224,-1.202,-1.134,,,2.005,3.1664848,0.5946956,,E
876,1.73,0.184,1.609,2.671,0.713,4.032,-2.056,-0.136,0.02,1.232,1.946,0.005,-0.083,-2.548,2.9013383,3.8824525,,B
877,-1.651,0.04,3.24,2.278,-3.696,2.077,-1.534,0.547,,-0.243,-3.661,1.223,0.055,-0.094,8.099512,,-9.940217,G
878,2.03,7.414,-4.249,1.505,1.884,0.787,-1.548,1.395,-0.03,,-2.632,2.501,-1.373,-0.827,,3.1059823,-7.381106,G
879,2.626,2.915,2.126,-1.718,-5.752,0.824,-1.181,,,-1.648,1.298,0.19,-0.313,1.911,-5.520177,,6.0703,B
880,-3.104,-0.864,-1.77,-1.647,-3.751,0.061,0.379,,-0.213,-2.695,-0.023,-0.804,-0.657,,-3.811926,-1.3825825,,B
881,-5.817,1.227,-0.162,-2.297,-4.512,-0.39,2.218,2.922,2.821,,-0.955,-1.108,,-0.542,-4.2577996,-1.7682174,1.6720552,B
882,-5.444,-0.463,,-2.094,1.235,,3.784,-2.112,-0.623,0.474,1.909,,-1.926,0.727,-6.162899,-3.7312436,6.412936,E
883,6.417,-1.361,2.914,,1.359,-0.834,-3.207,1.666,-2.078,3.562,4.279,-1.445,-0.143,,3.6460643,,2.7106438,B
884,-3.248,2.081,,-2.391,3.118,-1.779,-0.256,,0.953,-2.214,0.274,0.897,-1.523,-0.934,-5.1841717,-3.328748,3.4303205,E
885,0.902,7.877,0.297,-1.802,1.328,-0.893,-1.37,-1.826,0.551,-1.06,-0.16,1.473,-1.877,-0.779,-3.7073722,-2.0467477,2.129943,G
886,4.582,0.242,3.518,0.636,-3.863,8.388,2.786,-0.929,,-0.354,-2.889,-0.923,0.518,1.939,1.3625492,7.2365994,-1.5074043,B
887,-2.72,-0.287,3.428,1.514,,-0.687,-0.652,0.485,2.178,0.024,-1.04,-1.963,-2.246,-0.447,4.7505236,1.4018784,-5.112671,E
888,1.71,2.543,2.494,-1.339,-2.531,-2.133,-2.297,1.682,-2.627,-0.996,1.209,0.757,2.389,-2.121,-3.531446,-3.0990345,,A
889,0.403,,4.421,-1.016,-2.949,-2.846,0.328,2.143,0.851,3.744,0.671,-0.783,1.358,-2.725,,-2.9979043,1.2299031,A
890,-4.998,-2.799,-2.47,,-2.71,-3.343,-2.119,,0.441,0.146,1.294,-0.073,,0.523,1.2808871,,-0.5364151,A
891,3.769,6.867,-3.532,1.378,2.077,0.547,-2.374,-1.047,-1.037,-0.435,-0.639,0.217,-1.15,0.5,3.619514,1.8574522,-3.2665653,G
892,-2.021,0.181,5.788,-0.682,2.528,-0.208,,,0.433,,,-0.043,-1.232,-0.729,-0.42406046,-0.16913038,-1.2617705,E
893,,2.651,-4.623,-1.918,-1.762,2.917,-0.691,1.306,1.497,-0.61,-0.214,1.363,0.701,-0.388,-5.2444315,0.26453912,4.688133,G
894,,1.6,5.013,-0.351,0.102,,,1.404,0.181,-2.068,-0.457,-1.734,0.375,,-2.6306338,4.004009,3.8932297,B
895,-4.145,-0.469,,-1.565,0.603,,3.351,1.525,-0.919,0.165,2.425,2.823,-2.155,0.947,-5.369628,-3.650339,,E
896,7.334,1.131,-0.635,,-3.695,-2.748,0.771,1.871,-2.871,-3.01,-1.463,1.11,1.209,-0.877,13.243799,3.089,-12.672426,A
897,-2.924,-2.351,0.218,-0.238,0.983,,,-3.333,-1.538,-0.27,-0.944,-2.62,-1.562,0.565,0.34209692,0.29913044,-1.4808829,E
898,10.125,-3.982,,-2.181,0.427,0.548,,,-0.194,-0.251,0.189,-1.326,-0.349,-0.561,,-1.6471043,4.413848,A
899,0.552,-2.108,1.149,4.713,0.266,-2.763,-2.012,-0.496,,,-0.401,5.121,2.228,8.131,,2.5671384,-10.547601,B
900,-5.54,-1.044,-0.973,-1.542,-3.018,3.946,-0.518,,,0.469,-1.25,,-1.953,-0.188,-3.7273045,1.7492347,2.6140616,B
901,-5.871,-3.559,-1.656,2.071,1.013,-0.031,,1.27,,2.998,,-0.756,0.056,0.862,4.4645185,1.6069913,-2.7919276,E
902,-4.309,1.235,1.442,-2.732,-3.962,-0.454,-0.401,1.746,-0.049,1.004,-0.392,,-1.104,-1.067,,-2.4655998,3.5090866,B
903,3.7,3.162,0.604,2.629,2.965,1.894,2.567,1.134,,-0.9,-0.909,-1.832,-1.279,,6.310299,3.9224434,,G
904,3.288,1.026,4.098,-0.668,1.605,6.191,1.092,,-0.308,3.072,1.741,-1.25,,-0.327,,2.4323041,8.686623,B
905,-5.214,-3.519,,3.017,1.193,0.598,-0.946,2.243,-2.508,2.287,0.407,1.985,,,6.383332,2.7961476,-3.8651328,G
906,9.575,-6.13,,-2.216,1.994,1.847,0.388,-1.856,1.55,1.279,-1.41,0.989,1.084,1.809,-4.4051056,-0.07170445,2.0613825,A
907,-5.502,0.598,2.281,-2.201,-0.409,-1.225,2.774,-0.309,-0.847,0.678,0.469,0.948,-2.231,0.664,-5.1252007,,3.866735,E
908,-3.246,2.811,-4.608,-2.223,-1.684,0.548,,-1.29,,-0.627,,-2.443,0.689,1.379,-6.658537,-2.266513,6.878126,G
909,5.457,-2.5,-1.158,-2.835,,-2.686,-0.939,-2.335,-0.462,,-0.562,0.301,0.606,-0.796,-5.0880194,,,A
910,-8.339,-2.569,-1.488,-1.805,1.789,-0.825,2.05,,-0.942,0.617,-0.276,0.267,-1.431,0.697,-3.6255465,,1.9430311,E
911,0.544,1.066,4.444,2.131,4.15,0.368,-1.24,,-0.325,0.405,-1.338,-1.895,-2.92,,6.101847,2.746626,-6.0737243,E
912,-3.135,-3.724,,3.919,-3.878,-0.847,-1.433,1.502,0.228,-0.237,-0.965,,-1.185,0.749,10.301292,3.3558347,-9.114669,A
913,8.494,-2.181,-0.422,-1.997,-0.658,-2.946,-1.0,0.54,-1.204,-2.519,-0.921,-0.585,0.04,-0.625,-2.7101028,-3.1244783,-0.4229027,A
914,-1.316,2.783,2.547,-2.686,-4.377,,,0.936,1.628,3.053,0.235,-4.141,-0.152,1.456,-5.753798,-3.702426,3.7063355,B
915,4.011,-1.165,-1.017,7.465,-0.946,-2.982,0.268,,-2.634,-2.282,-1.226,-0.486,,-0.936,19.503729,5.231982,-17.004139,A
916,-5.292,-1.091,-3.449,-1.251,0.051,1.009,,0.88,-1.433,-0.264,,1.039,0.248,,-4.0334196,-0.8590697,4.4166555,G
917,-4.545,,,-0.529,2.892,0.208,-1.64,-0.546,0.84,-1.64,-0.577,0.131,1.28,-0.391,,-0.04378259,-0.14837754,E
918,,-4.815,-3.821,-1.77,0.02,0.506,-1.815,1.139,-0.089,0.721,,,1.058,-1.021,-4.7032385,,4.213338,A
919,,0.184,6.612,0.142,5.478,1.507,-0.267,,-0.109,1.691,-0.693,0.704,0.001,0.189,0.47748482,1.4104784,-0.6715983,E
920,9.175,-4.336,-1.823,,0.45,1.17,,,-0.499,0.016,1.008,-0.434,-0.775,0.659,-9.977989,-2.9957912,9.064846,A
921,-6.415,-4.182,-2.384,1.677,0.229,-0.686,1.438,1.754,-0.313,0.97,0.534,,-0.616,0.221,3.6031513,0.76408696,,E
922,-7.747,-2.534,,-0.469,1.817,0.061,-1.103,-1.538,-1.43,-2.232,0.102,,-0.62,0.325,-1.2057381,-0.42019132,1.0371413,E
923,-6.842,-3.942,-2.149,1.307,1.974,0.281,-0.7,0.772,-2.908,0.236,0.415,,-0.915,1.648,,,-1.1743864,E
924,12.893,,-2.542,-3.172,1.533,0.851,-0.12,1.908,1.616,0.565,0.855,-1.608,-1.701,-0.642,-8.466728,-2.6492434,,A
925,2.227,1.319,1.732,3.496,2.471,4.848,-2.471,-0.606,-1.661,1.499,0.126,0.67,2.418,-0.698,6.2911005,6.0128174,-2.4855719,B
926,-7.416,-2.647,-1.189,-0.908,2.268,,-0.953,-0.81,,,,-2.95,-0.345,,-1.0852994,0.21133915,-0.6551702,E
927,1.783,1.968,3.447,,-0.608,2.675,,0.849,-1.42,0.607,0.902,-0.213,0.625,-1.021,-7.0609307,-0.74794793,7.398742,B
928,7.442,-4.881,-2.572,-4.808,-0.51,0.941,0.22,0.234,1.379,-0.173,-1.334,1.863,1.35,,-10.165503,,5.9938416,A
929,,-2.523,-0.959,6.305,-2.942,-1.882,1.464,-1.131,,-2.681,-0.198,0.359,,-1.206,15.441216,4.402452,-12.244104,A
930,,-0.334,0.73,-1.162,,-2.63,3.193,-0.095,-0.994,-0.197,0.823,2.639,-1.676,-1.547,-2.5755353,,1.9253685,E
931,2.55,6.926,-4.368,1.424,1.483,1.641,-1.807,1.328,-0.442,0.948,-2.086,2.478,-1.048,,4.748155,3.2996001,-5.5791388,G
932,-7.323,-3.63,-2.147,,1.123,,-0.58,1.232,2.598,-0.829,,1.442,0.23,-0.768,-2.1456523,0.07966089,-0.1652472,E
933,-3.962,-2.185,3.262,-1.869,5.429,-1.023,-0.796,0.248,-0.579,-1.047,-1.65,0.704,-0.234,,-2.3743777,-1.4478781,-0.8742051,E
934,-0.208,-3.588,-2.415,,-3.867,0.85,,0.065,,-1.338,-0.001,0.469,0.147,,10.244872,4.49093,-7.117435,A
935,6.547,-3.188,-1.601,-0.026,-0.576,-3.661,-0.798,0.252,,0.291,-0.377,,-1.003,0.464,,-2.1278522,-3.0995364,A
936,,-2.901,-3.058,-1.021,-1.62,0.055,3.953,1.375,-0.436,1.12,1.663,1.962,,1.249,-3.9934266,-1.6776608,5.14013,E
937,-0.472,,,-0.114,1.737,-0.398,1.492,-0.727,,-0.308,1.42,-0.564,1.872,-0.708,-1.5012023,-1.052139,2.823863,G
938,4.182,0.736,3.992,5.692,1.342,,-3.311,2.319,-1.494,,0.738,1.411,0.74,0.804,13.201847,3.2495823,-9.468155,A
939,-3.829,2.247,-1.35,,-0.37,0.786,,-2.265,-2.648,-1.382,,-0.588,-0.823,-1.894,,-1.888826,6.0369654,G
940,-6.41,-3.65,-4.101,1.455,-2.311,-2.334,-0.509,1.745,1.14,0.731,-1.066,1.137,,0.421,5.2100706,0.3322956,-6.135128,A
941,2.409,8.306,-2.846,0.738,,-1.826,,-1.552,0.222,0.685,1.901,0.424,0.505,-1.34,0.5005053,-1.4437305,1.4410243,G
942,-3.617,-1.303,4.924,0.435,,1.357,0.93,2.505,,-2.149,-0.787,,-0.467,,,1.6179392,-1.4537771,E
943,-4.726,-0.631,2.555,-2.048,0.46,-0.806,1.788,-0.242,2.233,,-0.001,1.361,-4.019,-1.267,,,2.9243667,E
944,5.51,,2.684,,-3.083,,4.719,,-2.11,,-1.106,-0.327,1.029,0.61,-3.3443346,4.7850604,4.0543447,B
945,5.09,2.976,3.08,0.602,-2.146,,0.878,2.615,-1.164,-0.097,2.961,-2.434,0.838,,-1.3855622,-1.1038,4.8471212,B
946,1.527,0.24,1.708,,0.806,4.066,-2.493,-0.947,0.796,1.044,0.039,1.021,2.136,-0.722,,4.601991,-1.3022498,B
947,11.199,,-3.029,-2.982,1.709,1.335,-0.424,-0.818,2.067,1.558,,-0.823,-1.858,0.729,-8.39705,-2.2845912,8.054667,A
948,,-2.123,-0.136,11.595,-1.422,-0.646,4.484,-0.603,-1.714,-4.497,-1.243,-0.929,0.928,-1.501,28.271955,,-22.478931,A
949,-5.154,2.14,-2.896,-2.362,-2.378,-0.91,1.335,,,2.154,1.835,-2.306,2.698,-0.301,-6.9300904,-3.5331738,7.122596,G
950,,-3.01,0.944,9.955,-1.368,0.136,-1.961,0.344,,0.673,,,-2.788,0.563,18.245895,6.308513,,A
951,-0.57,3.782,2.898,-2.11,-0.326,-5.247,0.063,-0.538,1.134,-1.648,1.781,3.014,,-2.279,,-6.0026174,3.7734966,E
952,-5.918,-3.021,0.917,,3.254,-0.458,-2.791,,-1.369,,-1.075,-2.594,0.613,0.825,1.4869733,0.3539044,-2.6940708,E
953,2.316,,4.175,-2.386,-3.531,-0.912,,,-0.74,,0.538,-0.557,,3.622,-5.7288356,,4.5219116,B
954,-8.203,-2.807,-2.557,-0.784,-0.872,0.159,0.596,2.481,-0.701,1.083,0.199,0.829,-1.302,1.155,-2.0629272,-0.68082607,1.828733,E
955,-2.878,-0.752,0.912,-1.005,-0.809,6.07,-0.574,,3.689,1.02,-3.259,3.098,1.728,-0.812,-1.2747018,4.541765,-1.0008893,B
956,3.062,9.12,-4.164,0.409,2.307,-1.126,0.115,-0.912,1.14,0.228,-0.159,-0.892,0.463,1.145,1.4912328,-0.27051306,,G
957,-3.325,-0.98,3.902,-0.404,3.841,2.417,-0.373,0.511,-0.305,1.302,-2.174,0.019,1.412,-2.062,0.33227134,2.2394955,-2.1756685,E
958,-1.865,-1.524,-1.454,0.369,0.879,4.03,1.772,0.127,-2.426,0.577,0.212,3.066,2.628,0.205,-0.7480947,2.7389219,,G
959,12.496,-3.024,-2.387,-2.977,1.164,1.299,0.912,1.04,0.258,-0.489,0.603,-0.956,-0.885,0.251,-7.926522,-2.0742867,,A
960,-1.275,0.19,2.813,0.896,-0.141,-1.835,-0.691,1.871,-0.202,4.811,-2.028,-2.158,-0.067,1.055,4.674597,0.63544345,-6.827713,E
961,,3.762,-5.194,-1.896,-0.972,0.871,0.309,-0.785,1.735,-0.007,2.141,-1.095,,,-6.7650003,-2.164565,8.116388,G
962,-2.601,-0.172,3.373,0.96,4.751,0.207,-2.696,2.594,-0.573,-1.196,0.231,,-2.536,,1.9270655,0.8498869,-1.0124503,E
963,-6.638,-4.076,0.019,-0.848,2.826,1.467,0.684,-0.829,-0.184,-0.682,-1.525,,2.035,0.662,-0.9948691,0.9369478,-0.72346115,G
964,,,1.6,-1.378,-1.07,-4.64,-1.175,-1.798,-2.297,0.033,,1.778,0.911,-0.036,-0.1716317,-3.3816347,-3.653814,A
965,-8.102,-4.257,-1.623,,2.671,-0.234,,-0.254,,-0.983,-0.005,-0.767,0.156,0.955,-0.3122436,-0.2935913,0.12766007,E
966,,-2.783,,0.159,0.636,0.402,-0.697,1.731,-1.154,0.171,1.907,0.949,0.172,-1.172,-1.6181514,,3.874448,E
967,,,-5.048,-1.901,-0.647,1.431,0.987,-1.845,0.648,0.435,3.757,-0.754,2.188,,-8.53578,-2.6192782,11.777331,G
968,,0.782,,-1.443,-1.061,0.91,-0.406,-1.162,-0.031,,1.219,-1.2,-0.42,,-4.836813,-1.2892435,5.5021343,G
969,-7.127,-0.026,-4.888,,-1.295,0.401,1.149,,1.07,,0.927,,-0.431,-0.37,-5.088314,,5.094565,G
970,-0.1,-1.165,1.872,4.658,-6.229,-2.151,0.898,-4.394,5.071,,0.14,-1.983,-0.428,1.589,11.394068,2.6343303,-8.956663,A
971,-1.428,1.129,,-0.349,-0.196,-1.196,-0.448,,-0.96,-0.728,,-0.144,-3.515,-0.241,-2.5027344,-2.1318088,,G
972,-5.752,-3.096,-2.463,-0.133,1.234,0.872,1.436,-0.248,-1.176,0.315,-1.694,-1.806,-0.47,-0.85,1.0304048,1.2699304,-2.657883,E
973,-0.052,-1.683,1.98,,-0.218,-1.996,1.932,0.961,6.892,0.985,1.294,,2.266,,10.449588,2.2446086,-6.672371,A
974,5.291,,0.941,,-0.308,,,2.244,-0.799,,0.603,1.14,2.423,1.326,-6.2391553,,6.064128,B
975,5.49,-2.959,0.746,11.639,-1.954,,,-0.072,-0.86,-1.002,3.091,1.525,,0.477,23.914673,8.657052,-13.241964,A
976,-1.426,-0.748,3.827,-2.516,1.813,-1.167,-2.396,-2.544,2.037,,-0.064,-0.591,0.117,0.94,-5.358378,-2.8867478,3.350115,E
977,-5.982,0.408,,0.3,-0.133,,,2.879,0.583,0.313,,0.213,-1.451,0.91,1.3982775,-1.7935044,-1.7452364,G
978,11.279,-3.833,-1.426,-2.144,1.66,0.022,1.223,1.039,-0.526,0.597,1.43,-2.108,0.706,,-6.356245,-2.5593565,6.535982,A
979,,2.991,5.633,0.206,0.425,7.173,-0.162,3.24,2.008,-1.789,-1.019,-0.617,-0.027,1.941,,5.175122,2.2343616,B
980,12.451,,-2.15,,0.323,1.764,1.223,1.982,0.601,,0.009,0.266,-0.629,-0.398,-10.031327,-2.434826,8.009954,A
981,,-1.012,,-0.43,-3.796,4.64,1.473,1.072,,2.304,-3.617,-0.592,0.715,2.315,,4.323904,,A
982,0.896,-0.201,1.075,1.115,-1.177,-0.545,-3.373,,-0.107,,-0.638,6.478,3.357,6.442,3.3882208,,-3.530267,B
983,0.529,1.134,5.31,0.943,3.121,-0.143,-1.446,3.178,-0.034,-0.919,0.633,-2.042,-3.79,,1.6197104,0.41672176,-0.3927704,E
984,-1.383,,4.253,0.892,3.887,-0.345,0.853,5.494,,-1.213,-1.777,,-2.45,-0.353,3.9057126,,-5.34309,E
985,9.474,-4.721,,,,0.327,1.07,-1.548,1.538,-0.608,-0.586,-0.487,0.835,0.829,-8.310991,-2.796991,5.3963885,A
986,4.016,-4.205,-0.465,-0.504,,-1.926,-1.219,-2.973,1.359,0.041,0.005,-0.218,-0.621,-0.272,-0.5039988,-1.6465825,-0.3909095,A
987,-4.046,,1.042,,0.435,-1.57,3.173,1.235,-0.585,-1.053,3.496,2.568,-1.457,0.129,-7.4139805,-4.433148,,E
988,-5.392,-1.692,-1.242,-1.556,-0.34,-2.642,-0.751,0.95,-0.63,,0.971,1.2,-0.579,-1.794,,-3.4884434,2.882433,E
989,-0.645,1.755,7.334,-1.64,4.846,3.029,-2.297,1.12,2.364,,-0.292,-0.179,-0.334,0.433,-4.564104,0.6150609,4.1338234,E
990,-4.32,,-0.921,0.193,,,,2.747,2.891,-0.374,-1.882,1.595,1.292,1.048,2.3020992,,-4.2165537,E
991,-3.46,3.243,-2.845,-1.544,-1.648,,0.694,-0.496,-1.238,-0.65,,-1.91,-0.453,1.587,-3.0610194,-0.15333045,1.4295982,G
992,5.89,-1.521,,8.794,,0.121,-1.384,,,3.082,4.067,-0.556,-1.046,-0.064,,5.706895,-6.4557934,B
993,3.196,4.599,2.661,,-4.654,1.469,-0.669,2.336,,-3.734,1.095,0.072,-0.665,0.791,-8.376289,-2.1795392,8.133987,B
994,,6.706,-5.042,0.481,1.44,0.239,,0.574,0.084,0.138,,2.002,,-0.558,1.6796193,0.8999826,-2.018713,G
995,,-2.654,-1.304,-1.654,1.114,-0.275,4.15,,-0.91,0.933,1.16,,-0.542,-0.533,-4.8573694,-2.1853912,4.968371,E
996,1.079,1.984,6.426,-0.064,1.107,-0.402,-2.62,-1.442,0.496,-0.515,0.888,-0.457,-0.395,-1.059,-0.86882424,-0.74747825,,A
997,-2.19,3.067,,-2.24,-1.74,2.173,0.712,,0.21,1.183,-2.196,0.451,-1.07,-0.509,-3.8124535,0.5011132,,B
998,-2.295,-1.003,2.413,1.276,-4.188,-4.399,-1.308,-0.715,1.301,3.822,-0.067,0.044,0.164,0.46,4.5440087,-1.6113826,-5.1405473,A
999,1.233,3.783,4.718,-2.374,-2.152,-0.442,,0.315,-2.582,-1.276,0.851,0.503,2.799,,-6.1671233,-2.7628782,5.4437885,B
1000,-6.565,,-1.217,0.343,-1.13,0.716,,1.051,1.588,-1.865,-2.077,-1.029,0.073,-1.212,,1.7760086,-4.3403945,E
1001,2.435,0.806,3.741,,2.534,0.604,-1.428,1.385,-3.039,3.417,3.269,-0.488,2.662,-2.363,-2.4539332,-0.8960435,6.375099,B
1002,,1.368,,-1.154,-0.622,-0.366,0.126,-1.444,-0.428,1.455,4.369,-2.287,3.373,-0.842,-6.7761154,-3.3981304,10.59849,G
1003,1.609,8.582,,,1.441,-2.426,0.025,0.955,-0.199,2.145,-2.006,-0.479,-1.088,1.224,7.374739,1.199739,-8.997362,G
1004,-2.282,,-1.046,-1.942,-2.169,-0.75,-0.853,-0.982,0.002,-0.579,,,1.824,-1.582,-5.28683,-2.6960435,,G
1005,3.114,7.068,-4.495,1.941,2.549,1.54,,0.978,-0.573,0.987,-2.019,1.999,0.068,-0.336,5.9152136,3.652722,,G
1006,1.271,8.31,-5.421,,2.582,-0.657,-1.056,-1.933,0.7,0.829,-0.375,-0.163,-0.606,,4.0405173,1.0701826,-3.6992893,G
1007,5.389,-2.757,2.854,5.897,0.9,0.935,-3.311,-1.244,-0.924,0.124,4.612,-1.37,-3.508,0.475,8.861663,3.427269,0.061242104,A
1008,-7.357,-3.143,-2.08,-0.196,0.264,1.367,-1.042,0.652,-2.636,,-2.953,-0.725,-1.433,1.579,1.9322728,2.149087,-4.79298,E
1009,,-1.885,-0.733,-1.091,1.232,-0.462,3.823,0.292,-0.68,0.642,2.183,1.936,0.031,0.3,-4.4798727,-2.3199565,5.980863,E
1010,-6.373,-1.544,-0.009,-1.065,-1.859,-1.623,-0.068,-1.868,,-0.937,,-1.212,,0.774,-1.719953,-1.8485479,0.35579494,A
1011,0.304,-1.211,2.726,4.829,-3.269,-0.632,0.756,-2.092,3.98,-0.017,,0.587,,-0.547,11.225601,3.7147212,-8.179463,A
1012,-4.976,1.48,4.44,-2.224,-0.037,-3.87,1.719,0.507,0.901,0.684,,0.949,-2.949,-0.851,,-5.212861,4.7492847,B
1013,3.033,7.674,,2.093,0.509,1.401,0.609,0.543,-1.54,-0.278,-3.535,-0.814,-0.821,1.909,7.783526,4.4492784,-9.810894,G
1014,,0.489,0.399,-1.833,-5.258,1.795,-0.496,-1.711,-2.677,,1.315,-0.361,1.886,0.015,-6.139497,-1.1218696,6.9287834,B
1015,-3.066,-0.052,3.171,,0.004,1.1,0.198,-0.751,1.956,1.725,,1.016,-0.124,,,0.9821391,-3.0565913,E
1016,-4.022,-4.155,0.057,0.69,1.894,-1.866,-1.195,,0.059,1.953,-1.291,0.572,-0.089,-0.58,3.4946485,0.0716086,,E
1017,0.885,2.612,6.691,-2.308,0.54,-0.673,0.325,-1.212,-0.006,-0.297,1.24,0.979,-0.972,-0.101,-6.310984,-3.0429218,5.9744415,B
1018,-4.724,0.559,0.08,-2.137,-2.991,-0.414,3.106,0.994,3.43,2.11,-2.202,-1.183,1.119,2.092,-2.6713555,-1.026035,-1.1510565,G
1019,11.9,-2.677,-2.153,-3.42,0.416,1.921,1.607,0.874,,-0.789,1.003,-0.445,-1.302,,-9.555156,,9.048566,A
1020,2.461,1.39,3.017,-0.672,-1.59,8.769,3.387,-2.155,,0.924,-2.554,,,1.612,-2.1221917,6.1717043,1.6247988,B
1021,-7.748,-2.936,-0.967,,-0.351,-1.848,,0.73,0.351,-0.056,-0.894,,-0.227,1.191,-1.3434858,-1.7843304,-0.9455341,E
1022,6.299,-5.544,-1.658,-1.37,1.861,-0.277,1.136,-2.159,1.449,1.68,-0.292,0.967,2.447,-0.046,-2.7929332,-1.2199999,1.5334396,A
1023,-6.099,-3.941,-3.048,0.708,3.049,2.065,-0.295,-0.206,-2.349,,,-1.582,,0.729,,1.9268608,,E
1024,-2.157,-1.39,4.698,-1.881,,0.169,-0.562,-2.538,0.071,-1.637,-1.029,1.03,1.453,-0.825,,-1.0198174,1.1835563,E
1025,-5.275,3.385,-4.689,,0.709,-0.008,2.764,0.047,-0.353,0.69,2.4,-1.221,1.539,-1.285,-6.7898326,-2.8728347,,G
1026,,-1.285,1.1,3.104,-1.83,-0.155,-0.197,0.917,,-1.234,0.891,-0.262,,,6.3770437,2.160461,-3.5152762,A
1027,,1.708,-3.596,-1.564,-1.752,3.923,-0.133,1.638,1.566,-0.924,,2.316,0.159,-0.845,-5.8127985,0.67037386,6.92868,G
1028,0.601,0.139,3.349,-2.368,-3.42,-1.959,-2.261,-2.782,-1.598,0.581,-1.52,0.482,-0.674,,-3.3310618,-2.5322435,-0.37660432,A
1029,-5.857,0.516,,-0.887,-0.738,-1.921,,,-0.05,1.034,,-1.287,,-0.874,-2.7822108,-2.6877565,,G
1030,2.724,5.496,-2.898,3.032,,0.056,-1.547,-1.044,0.098,0.981,-3.203,3.155,0.297,2.91,10.102182,4.2591567,-11.589664,G
1031,1.112,,4.499,1.548,-0.699,0.314,1.211,1.623,0.16,5.677,2.662,,4.532,0.064,0.89689445,0.22325206,3.014472,A
1032,-0.508,-0.808,0.819,,3.665,0.108,1.164,0.888,-2.097,-1.119,1.67,1.517,0.448,-1.129,-1.1153793,,,E
1033,-4.788,,-4.218,-1.448,,1.567,,1.434,1.456,0.134,-1.191,0.886,1.719,-0.661,-2.7421007,,1.0318322,G
1034,-1.297,1.406,5.742,-1.702,,-2.09,4.167,,-0.999,1.977,0.471,2.185,,-1.178,,-3.0219738,2.4689362,B
1035,-7.52,,-2.24,-0.722,-0.943,-0.082,3.338,1.734,-1.82,1.262,1.779,,,,-3.3660471,-1.5609305,4.7837,E
1036,4.22,,,9.062,0.121,,,,0.792,1.609,,0.222,0.294,0.698,,6.3109484,,A
1037,,-5.466,-1.464,,,1.253,-1.647,-1.653,,1.121,,1.896,0.975,,-5.4049172,-0.91374767,2.7273948,A
1038,11.006,-3.229,-0.512,,0.099,-1.368,-1.107,3.044,-0.464,-1.079,-1.388,0.929,0.09,-1.069,-5.8539147,-3.0502608,1.8689933,A
1039,,-3.316,-3.069,0.785,0.115,-1.358,-0.665,1.061,-0.565,-1.267,,-2.278,-0.164,2.411,2.6242316,0.004373923,-2.9098034,E
1040,-4.643,,-5.199,-1.749,,1.275,0.816,-2.42,-0.002,0.233,2.892,-0.839,2.142,-0.748,,-2.1560347,9.659516,G
1041,2.615,2.558,3.849,-1.398,-1.035,3.026,,-0.753,1.35,-3.403,2.979,0.053,3.762,,-7.1707115,-0.7976608,10.381802,G
1042,-8.203,-3.779,,-0.58,,-0.471,2.205,0.203,-0.045,,0.541,0.748,-0.585,1.493,-1.7034581,-1.0673826,1.7723356,E
1043,-4.421,-2.152,1.866,-0.781,4.482,1.146,-2.694,-0.73,-2.368,-1.408,-1.17,-0.988,1.764,0.14,-1.0722861,0.61827826,-0.3221035,E
