id,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,label
2501,36.0,1556.0,43.22,24.64,0.1669999999999999,1.0,,17.72,2.19,0.0,9.0,1.0,1
2502,13.0,,53.54,,0.385,0.46,8.1,21.9,,1.63,9.0,0.46,0
2503,,344.0,31.27,23.85,0.818,0.36,8.48,,,1.81,8.45,0.18,0
2504,42.0,12761.0,303.83,,0.1669999999999999,,0.9,22.77,8.12,1.87,6.24,0.24,0
2505,12.0,360.0,,26.43,0.667,0.42,10.78,23.65,4.8,,,0.5,0
2506,22.0,2199.0,99.95,153.88,0.136,0.09,11.45,20.85,1.93,0.0,5.0,0.05,0
2507,25.0,1882.0,75.28,101.38,0.2,0.4,1.97,,4.02,1.68,7.92,0.76,0
2508,18.0,737.0,40.94,32.23,0.278,0.56,8.43,23.88,4.49,1.45,8.28,,0
2509,17.0,,31.06,27.37,,,8.2,18.0,3.99,,9.0,0.65,0
2510,12.0,929.0,77.42,,0.5,0.5,7.68,21.03,4.3,0.0,9.0,0.33,0
2511,12.0,5878.0,489.83,839.08,0.25,0.42,8.37,20.85,5.87,0.0,11.0,0.08,0
2512,13.0,667.0,51.31,,,,8.65,15.03,1.76,0.0,9.0,0.38,0
2513,,10842.0,,,0.061,0.03,0.25,22.37,8.52,0.0,5.0,0.0,0
2514,11.0,,58.55,35.85,0.636,0.55,6.68,18.37,3.71,0.0,9.0,0.64,0
2515,15.0,,,68.93,,0.67,11.28,,4.36,,9.0,0.6,0
2516,,,53.46,44.28,0.308,0.62,8.95,,,0.44,8.77,,0
2517,,311.0,,,0.5,0.25,,21.48,3.13,0.0,9.0,0.92,0
2518,11.0,427.0,38.82,64.51,0.364,0.55,9.28,22.17,4.5,0.0,9.0,0.36,0
2519,,441.0,33.92,51.04,0.154,0.38,,19.0,,0.75,7.31,0.54,0
2520,13.0,385.0,29.62,22.13,0.462,0.31,,19.57,4.13,,8.69,0.54,0
2521,21.0,1622.0,,85.5,0.381,,,20.12,5.51,0.0,9.0,0.43,0
2522,,1593.0,41.92,,,0.95,11.28,15.58,,0.62,8.79,1.0,0
2523,,580.0,,4.49,0.034,0.02,,,3.21,,9.0,0.91,0
2524,14.0,339.0,24.21,25.21,0.071,0.57,10.55,17.7,2.11,0.0,9.0,,0
2525,19.0,732.0,38.53,65.43,0.789,0.21,9.48,19.18,2.47,0.0,9.0,0.47,0
2526,,460.0,28.75,38.35,0.125,,13.67,14.5,0.27,,9.0,1.0,0
2527,13.0,,104.0,93.45,0.154,0.08,9.83,20.88,3.29,,9.0,0.69,0
2528,,1240.0,29.52,21.8,0.048,0.93,12.3,16.62,1.23,0.0,9.0,1.0,1
2529,12.0,12444.0,1037.0,69.28,0.083,1.0,20.12,23.42,1.08,0.0,10.0,,0
2530,11.0,1150.0,104.55,,0.545,0.18,,20.9,,0.0,,0.0,0
2531,12.0,,217.17,399.57,0.5,0.75,9.42,21.6,,2.53,9.75,0.58,0
2532,,,39.41,,0.182,0.18,9.95,15.88,,0.43,8.91,,0
2533,19.0,2543.0,133.84,168.85,0.158,0.42,8.42,15.02,1.53,1.47,6.79,0.21,0
2534,16.0,48.0,3.0,0.0,0.188,0.06,10.05,20.77,4.25,0.0,9.0,,0
2535,15.0,,73.0,96.17,,0.53,10.02,,3.12,0.0,9.0,,0
2536,11.0,11667.0,1060.64,97.08,0.545,,20.1,23.42,1.12,,,0.0,0
2537,12.0,429.0,,,0.833,0.5,13.68,21.42,,0.0,,0.33,0
2538,11.0,1343.0,122.09,79.61,,0.82,13.73,17.3,1.3,0.82,7.45,1.0,0
2539,104.0,,44.91,,0.0579999999999999,0.95,14.55,21.0,1.88,0.0,9.0,0.63,0
2540,11.0,,19.0,8.66,,0.45,7.2,,5.21,0.6,8.82,0.27,0
2541,,36.0,,,,,,17.8,6.56,0.0,9.0,0.75,0
2542,14.0,521.0,37.21,30.41,0.7859999999999999,0.57,0.08,20.97,5.85,0.0,9.0,0.29,0
2543,11.0,384.0,34.91,39.75,0.182,0.36,,19.33,1.69,1.21,8.45,0.82,0
2544,11.0,214.0,19.45,22.79,0.545,,,21.63,6.28,0.4,,0.36,0
2545,15.0,,13.13,12.55,0.933,0.8,9.03,23.7,4.36,0.0,9.0,0.6,0
2546,11.0,33.0,3.0,,,0.09,0.43,23.97,11.86,0.0,9.0,0.0,0
2547,12.0,1282.0,106.83,150.19,0.1669999999999999,0.92,17.07,17.48,0.13,,8.67,,0
2548,,1517.0,,,0.7859999999999999,,9.92,22.22,,0.0,9.0,0.29,0
2549,,697.0,58.08,54.88,0.3329999999999999,0.5,13.33,19.08,2.26,0.0,9.0,0.75,0
2550,21.0,,48.67,,0.429,,,22.47,4.93,1.0,,0.33,0
2551,,294.0,15.47,15.22,0.158,0.32,0.4,,,0.0,7.0,0.21,0
2552,16.0,1744.0,,169.09,,0.63,9.23,23.37,4.59,0.0,9.0,,0
2553,12.0,794.0,66.17,56.23,,0.42,7.73,18.68,4.08,0.58,8.83,0.42,0
2554,68.0,2403.0,,14.18,0.103,1.0,10.42,19.78,3.11,,9.0,,0
2555,48.0,1641.0,34.19,90.91,,0.17,,23.98,1.96,2.48,6.1,0.0,0
2556,,787.0,71.55,,0.455,0.45,9.75,14.9,1.59,0.6,8.82,,0
2557,,868.0,41.33,,0.095,,0.9,19.37,5.48,0.44,8.9,0.52,0
2558,52.0,,69.46,,,0.17,0.1,21.15,4.89,,9.08,0.6,0
2559,15.0,,73.53,61.68,0.467,,4.38,19.48,4.53,0.52,8.87,0.6,0
2560,22.0,1126.0,51.18,44.88,0.273,0.32,8.13,,4.32,,,0.59,0
2561,,638.0,58.0,46.71,0.545,0.64,6.27,20.45,5.46,0.0,9.0,0.18,0
2562,,,53.75,48.34,0.75,0.42,6.35,,5.94,0.0,,0.17,0
2563,11.0,1286.0,116.91,162.14,0.273,0.27,6.7,21.68,6.25,,11.0,0.18,0
2564,12.0,,,11.12,0.833,0.83,13.55,,1.65,0.0,9.0,0.83,0
2565,12.0,,53.92,70.29,0.417,0.58,9.83,19.37,3.06,1.48,,0.75,0
2566,,632.0,42.13,50.25,,0.6,11.82,,2.35,,9.0,0.6,0
2567,18.0,10885.0,604.72,,0.0559999999999999,1.0,20.2,,1.08,0.0,10.0,0.0,0
2568,22.0,154.0,,0.0,,0.09,,23.85,7.59,0.0,11.0,0.27,0
2569,,1190.0,99.17,92.7,0.25,0.25,10.02,,,,9.0,0.33,0
2570,13.0,495.0,,35.06,0.6920000000000001,0.46,,22.83,4.83,0.0,9.0,,0
2571,12.0,266.0,22.17,16.06,0.667,0.17,9.23,20.97,4.01,0.0,9.0,0.67,0
2572,15.0,231.0,15.4,,0.2,,14.32,15.03,0.23,,9.0,1.0,0
2573,11.0,368.0,33.45,24.99,0.455,0.45,5.98,21.67,5.88,,8.64,,0
2574,11.0,,62.45,,0.364,0.09,6.48,21.52,7.48,0.0,5.0,0.0,0
2575,,,96.64,126.66,,0.29,8.15,19.98,4.34,0.51,8.43,0.36,0
2576,27.0,656.0,24.3,21.13,,0.52,4.18,23.42,5.49,0.0,9.0,0.33,0
2577,,589.0,49.08,48.81,0.833,0.5,8.85,17.15,1.98,,9.0,0.92,0
2578,14.0,1418.0,101.29,60.17,,0.86,10.32,17.9,3.15,0.0,9.0,1.0,1
2579,16.0,675.0,42.19,41.31,0.375,0.44,10.53,,,0.0,9.0,0.44,0
2580,,1523.0,117.15,55.6,0.154,0.15,6.08,23.08,4.95,1.11,,,0
2581,13.0,1027.0,,84.07,0.6920000000000001,,12.33,19.08,2.33,0.0,9.0,,0
2582,12.0,339.0,28.25,17.45,0.833,0.5,9.5,23.08,4.21,0.9,8.5,0.75,0
2583,15.0,1357.0,90.47,67.22,0.733,0.33,10.75,17.45,1.72,0.0,9.0,1.0,0
2584,,,57.22,65.37,0.1669999999999999,0.44,7.07,21.35,4.65,2.53,7.44,0.56,0
2585,16.0,1467.0,91.69,108.7,0.4379999999999999,0.69,8.9,21.67,4.72,0.5,8.88,0.19,0
2586,,1211.0,21.63,23.85,0.429,,0.68,,,,,,0
2587,,3876.0,242.25,442.75,0.063,,10.03,18.87,3.02,0.25,10.94,0.94,0
2588,28.0,2286.0,81.64,155.6,0.7859999999999999,0.25,9.68,18.12,,0.0,9.0,,0
2589,,442.0,,,0.273,0.64,6.08,7.92,,0.0,,0.0,0
2590,12.0,2316.0,,,0.75,,8.92,19.65,3.88,1.97,7.67,0.75,0
2591,11.0,1044.0,,88.88,0.455,0.64,11.55,20.77,,1.57,,0.64,0
2592,11.0,575.0,52.27,51.8,,,,16.72,3.37,0.81,8.64,0.82,0
2593,18.0,,30.83,20.0,,0.33,12.97,20.53,2.54,,8.33,0.44,0
2594,13.0,643.0,49.46,,0.6920000000000001,,6.3,,4.25,0.0,9.0,0.46,0
2595,26.0,822.0,31.62,22.39,0.154,0.42,0.55,17.68,3.43,2.38,4.62,0.92,0
2596,11.0,1697.0,154.27,240.83,0.455,0.64,18.77,23.93,1.38,,9.0,,0
2597,12.0,515.0,42.92,,0.75,0.17,,,,0.58,8.83,,0
2598,16.0,939.0,58.69,105.26,0.313,,10.02,13.57,1.21,0.0,9.0,,0
2599,11.0,,16.0,12.47,0.545,0.27,,17.57,0.59,,9.0,1.0,0
2600,14.0,1584.0,,97.37,0.357,0.14,0.63,23.37,6.79,0.0,11.0,0.43,0
2601,16.0,,116.31,139.79,0.25,0.5,0.87,,,,9.0,,0
2602,14.0,448.0,32.0,31.8,0.429,0.36,11.37,21.03,,0.53,8.86,0.43,0
2603,11.0,391.0,35.55,25.68,0.182,,12.58,22.05,2.8,,9.0,0.09,0
2604,,1009.0,67.27,79.03,0.6,0.27,,23.2,4.08,0.26,8.93,0.8,0
2605,,2631.0,219.25,151.49,0.667,0.25,,,3.94,0.0,9.0,0.58,0
2606,13.0,348.0,,21.55,0.769,0.54,9.88,23.33,4.21,0.0,,0.31,0
2607,14.0,2085.0,148.93,288.05,0.214,0.29,7.88,21.97,4.88,,9.0,0.5,0
2608,,486.0,,,0.636,0.45,19.12,19.93,0.23,0.47,8.73,0.0,0
2609,18.0,619.0,34.39,,,0.5,,23.67,,0.0,9.0,,0
2610,,,67.0,35.12,,0.08,9.88,,2.86,0.0,,,0
2611,22.0,429.0,19.5,10.44,0.182,0.82,9.8,,3.08,0.0,9.0,,0
2612,12.0,1157.0,96.42,129.17,0.417,0.67,10.38,14.63,,0.0,9.0,,0
2613,11.0,,957.82,,0.182,,20.13,23.55,1.11,,10.0,0.0,0
2614,34.0,1827.0,53.74,48.1,0.147,0.18,0.53,,5.52,1.46,7.94,0.56,0
2615,18.0,997.0,55.39,,0.3329999999999999,0.39,,16.8,3.28,0.0,9.0,0.44,0
2616,,,61.55,93.65,0.3939999999999999,0.48,9.7,,3.76,,,0.73,0
2617,27.0,,104.19,,0.593,0.37,10.57,23.77,3.38,0.32,8.89,0.52,0
2618,,4650.0,58.13,42.54,0.013,0.94,9.93,,2.07,0.0,,,0
2619,17.0,665.0,39.12,33.68,,,9.53,22.73,,0.33,,0.53,0
2620,,2484.0,92.0,48.53,0.185,0.07,,23.07,3.53,0.0,9.0,0.81,0
2621,11.0,534.0,48.55,50.75,0.455,0.55,,17.48,4.1,,9.82,0.27,0
2622,,286.0,26.0,21.37,0.545,,12.05,21.78,3.34,0.9,8.73,0.82,0
2623,41.0,1630.0,39.76,,0.073,1.0,12.18,15.62,1.15,0.0,9.0,1.0,1
2624,,,31.0,,0.385,0.54,11.07,23.12,3.45,0.0,9.0,0.85,0
2625,11.0,,45.73,103.18,0.273,0.73,18.43,,,0.3,8.91,0.0,0
2626,13.0,967.0,74.38,92.17,,0.23,10.05,,,2.12,7.0,1.0,0
2627,,12444.0,1037.0,,0.083,1.0,,23.63,,0.0,,0.0,0
2628,14.0,281.0,20.07,18.57,0.5,0.36,0.43,22.03,8.97,0.0,9.0,0.07,0
2629,,958.0,43.55,19.47,0.091,0.64,8.75,21.57,3.1,0.0,9.0,0.77,0
2630,11.0,578.0,52.55,54.6,0.818,0.73,13.4,22.5,2.89,0.93,8.45,0.27,0
2631,11.0,663.0,60.27,42.02,0.636,0.09,11.65,20.32,3.12,0.0,9.0,0.73,0
2632,28.0,,112.79,155.22,0.357,,1.3,23.78,7.57,1.89,8.36,0.18,0
2633,12.0,127.0,10.58,4.34,0.1669999999999999,0.08,9.0,14.65,1.57,0.0,7.0,0.08,0
2634,12.0,13404.0,1117.0,123.58,0.1669999999999999,0.5,20.17,,,0.0,,0.0,0
2635,13.0,1095.0,84.23,80.15,0.462,0.54,0.87,23.38,6.45,0.0,,0.38,0
2636,,1128.0,40.29,,,,11.55,,1.02,1.14,7.75,1.0,0
2637,15.0,1349.0,89.93,97.4,,0.27,,,5.16,1.83,6.07,0.47,0
2638,19.0,2538.0,133.58,346.32,0.053,,8.65,16.1,2.16,0.0,9.0,0.37,0
2639,11.0,570.0,51.82,39.92,0.455,0.45,7.35,,4.34,1.01,8.27,0.45,0
2640,20.0,,27.05,23.22,0.4,0.25,3.65,22.85,5.36,2.46,4.2,0.2,0
2641,15.0,734.0,,51.26,0.133,0.27,0.4,,7.56,0.0,,0.53,0
2642,,252.0,,12.83,0.308,0.46,9.48,17.98,2.81,0.0,9.0,0.62,0
2643,18.0,288.0,16.0,,0.944,0.83,1.03,,8.53,0.97,8.67,0.0,0
2644,14.0,586.0,41.86,,,0.43,7.02,20.23,4.3,0.73,8.71,0.64,0
2645,12.0,91.0,7.58,3.0,0.25,0.17,14.55,17.23,0.73,0.0,9.0,,0
2646,34.0,,20.65,16.36,0.618,0.47,,,,0.0,,0.44,0
2647,29.0,1849.0,63.76,104.87,0.103,0.14,,21.77,,0.79,6.24,,0
2648,11.0,203.0,,12.66,0.364,0.64,,,6.03,1.4,8.18,0.09,0
2649,,790.0,30.38,21.1,0.462,0.73,,20.87,3.83,,7.85,0.58,0
2650,22.0,1715.0,,63.32,0.273,,10.22,,0.86,,8.73,1.0,1
2651,,619.0,24.76,,0.08,,13.62,16.18,0.87,0.0,9.0,,1
2652,,620.0,51.67,54.62,0.667,0.33,9.65,16.15,2.15,0.0,9.0,,0
2653,16.0,,,50.98,0.4379999999999999,0.38,1.45,21.88,6.67,0.0,9.0,0.38,0
2654,45.0,1362.0,30.27,36.01,0.222,0.49,1.75,21.6,6.19,0.4,,0.33,0
2655,171.0,6949.0,40.64,33.22,0.023,0.93,10.0,21.88,3.92,,8.92,0.76,1
2656,11.0,11427.0,,72.36,0.182,0.45,20.12,23.57,1.08,0.0,10.0,,0
2657,24.0,1078.0,44.92,31.15,,0.25,8.18,17.95,3.27,,,0.71,0
2658,61.0,,124.9,128.45,0.115,,8.77,,2.4,0.26,7.03,0.62,1
2659,14.0,885.0,63.21,114.59,0.7859999999999999,0.71,0.38,21.0,6.65,1.09,8.57,0.36,0
2660,12.0,643.0,53.58,89.39,0.5,0.58,,18.5,3.47,0.94,,0.58,0
2661,13.0,987.0,75.92,73.66,0.231,0.69,14.15,20.05,1.95,0.75,,0.23,0
2662,11.0,543.0,49.36,24.11,0.545,0.45,,16.53,2.12,0.0,8.0,0.73,0
2663,12.0,336.0,,21.53,0.417,0.25,,21.45,,,9.0,0.75,0
2664,11.0,293.0,,20.63,0.909,,2.22,23.6,8.56,0.0,9.0,0.36,0
2665,15.0,604.0,40.27,27.95,0.5329999999999999,0.4,0.97,18.12,4.18,0.0,9.0,0.87,0
2666,11.0,2587.0,,236.62,0.727,0.18,6.97,19.4,4.26,0.0,11.0,0.55,0
2667,16.0,260.0,,7.94,,0.5,8.98,23.13,5.05,0.0,9.0,,0
2668,14.0,,117.29,88.72,0.5710000000000001,0.07,,,4.46,0.0,9.0,0.29,0
2669,,749.0,,66.27,0.417,0.5,2.88,19.47,3.89,0.0,9.0,,0
2670,11.0,736.0,66.91,124.07,0.545,,6.22,,3.47,0.5,,0.64,0
2671,12.0,,13.67,,0.417,0.17,8.42,18.2,3.59,0.0,9.0,0.67,0
2672,11.0,314.0,28.55,,0.364,0.45,,,2.29,0.47,8.73,1.0,0
2673,13.0,110.0,8.46,1.85,0.154,,8.57,,0.87,0.0,,,0
2674,11.0,244.0,,16.22,0.727,0.27,9.22,16.1,2.14,,9.0,0.91,0
2675,12.0,361.0,30.08,19.05,0.833,0.42,,,3.2,0.0,9.0,0.5,0
2676,11.0,5348.0,486.18,,0.273,,9.62,21.88,3.84,0.0,11.0,0.55,0
2677,12.0,594.0,,59.53,,0.5,12.33,21.42,2.93,1.86,8.25,0.83,0
2678,13.0,,91.69,138.15,0.154,,7.18,20.62,,0.0,,0.31,0
2679,14.0,258.0,18.43,24.61,0.429,0.57,1.4,,7.09,0.0,9.0,,0
2680,16.0,528.0,,30.76,0.375,0.56,9.85,18.25,2.74,0.34,,0.88,0
2681,14.0,1350.0,96.43,176.2,0.143,0.07,7.18,17.9,4.46,0.0,,0.5,0
2682,11.0,808.0,,,,0.45,9.72,19.83,3.92,0.6,8.82,0.36,0
2683,12.0,218.0,18.17,16.65,0.667,0.42,0.55,20.12,,0.0,9.0,0.5,0
2684,15.0,576.0,38.4,28.2,0.733,0.27,11.35,23.58,4.73,1.03,8.73,0.47,0
2685,28.0,861.0,30.75,15.6,0.357,,0.08,23.95,9.16,,,0.04,0
2686,13.0,1399.0,107.62,256.2,0.846,0.31,1.57,,8.06,0.0,,,0
2687,,1620.0,,175.74,0.273,0.09,,15.42,2.24,0.0,,0.82,0
2688,11.0,153.0,13.91,20.03,0.182,0.27,15.68,,0.68,,8.09,0.91,0
2689,,,21.69,,0.8059999999999999,0.53,0.12,23.82,7.35,0.0,9.0,0.36,0
2690,12.0,380.0,31.67,23.04,0.667,0.5,8.35,11.08,,,9.0,0.58,0
2691,,58.0,4.83,4.53,0.3329999999999999,,5.8,23.42,8.78,1.03,7.83,0.0,0
2692,27.0,2418.0,89.56,149.52,0.3329999999999999,0.41,,,6.03,2.04,7.07,0.15,0
2693,14.0,1748.0,,154.61,0.214,0.43,8.83,20.22,2.98,,,0.14,0
2694,,491.0,30.69,31.75,0.188,,13.67,20.65,,1.02,8.13,0.25,0
2695,12.0,749.0,,,,0.42,7.45,17.7,3.39,0.0,9.0,,0
2696,12.0,1359.0,113.25,,,0.33,,,,0.0,9.0,0.5,0
2697,11.0,2482.0,225.64,216.69,0.273,0.09,6.58,19.53,,0.0,,0.36,0
2698,12.0,1438.0,119.83,,0.083,1.0,12.1,18.15,1.96,,8.25,0.92,0
2699,,419.0,34.92,23.93,,0.42,,23.3,1.57,0.39,8.83,0.0,0
2700,11.0,614.0,55.82,,,0.55,11.75,,3.04,0.5,8.64,0.36,0
2701,11.0,,40.0,27.1,0.727,0.55,9.23,18.18,2.51,0.47,8.73,0.73,0
2702,,1789.0,,0.83,0.044,0.02,0.08,4.92,1.68,0.0,9.0,,0
2703,20.0,1574.0,78.7,70.96,0.5,0.75,8.45,19.7,4.26,0.0,9.0,,0
2704,28.0,,117.11,78.04,0.036,,15.58,17.55,0.63,0.0,9.0,1.0,1
2705,33.0,940.0,28.48,25.56,,,,23.97,8.09,0.0,9.0,0.18,0
2706,31.0,828.0,,21.41,0.8390000000000001,0.45,0.95,,7.29,0.0,9.0,0.32,0
2707,,,31.94,21.54,0.06,0.98,10.28,20.37,2.92,0.0,,,0
2708,12.0,326.0,27.17,22.94,0.3329999999999999,,2.95,,6.11,,9.0,0.17,0
2709,,573.0,40.93,25.45,0.143,,15.6,16.77,0.31,0.0,9.0,1.0,1
2710,13.0,492.0,37.85,50.42,0.6920000000000001,0.38,11.3,22.05,3.45,0.0,9.0,0.69,0
2711,13.0,,33.0,22.04,0.308,0.15,10.25,21.72,4.84,0.0,9.0,0.31,0
2712,22.0,1459.0,66.32,165.23,0.318,0.27,9.05,23.48,4.32,,7.09,0.09,0
2713,12.0,478.0,39.83,26.2,,0.25,11.25,21.13,,,8.83,0.75,0
2714,24.0,1898.0,,,0.375,,6.42,22.62,,0.56,8.83,0.58,0
2715,,1032.0,79.38,80.37,0.308,0.15,13.37,18.62,1.99,0.48,7.69,0.85,0
2716,11.0,631.0,57.36,46.27,0.455,0.09,12.22,,,0.0,9.0,1.0,0
2717,,1180.0,51.3,,0.826,0.65,0.2,21.85,6.74,0.0,9.0,0.3,0
2718,,459.0,27.0,20.18,,,0.28,23.25,5.17,0.49,8.88,0.76,0
2719,45.0,1774.0,,0.62,,,0.48,6.35,2.05,0.0,9.0,0.0,0
2720,15.0,,130.8,301.93,0.3329999999999999,0.07,7.28,20.13,4.74,,9.0,,0
2721,13.0,177.0,,21.44,0.308,0.62,8.78,,4.37,0.52,,0.69,0
2722,,4069.0,313.0,573.32,,0.23,9.75,21.2,3.75,,11.0,0.77,0
2723,12.0,437.0,36.42,54.58,0.5,0.42,7.73,15.33,2.8,0.29,8.92,,0
2724,11.0,352.0,32.0,38.01,0.364,0.73,8.47,23.93,,0.6,8.82,0.64,0
2725,15.0,1288.0,85.87,,0.4,0.07,9.9,14.33,,0.0,,0.93,0
2726,21.0,1155.0,55.0,163.1,0.143,0.33,11.6,21.07,1.99,1.09,8.76,,0
2727,,275.0,17.19,10.17,0.938,0.69,12.52,,,0.0,9.0,0.88,0
2728,12.0,523.0,43.58,31.14,0.3329999999999999,,10.6,22.52,3.92,0.0,9.0,0.58,0
2729,14.0,3096.0,221.14,,0.143,,7.15,14.93,2.5,,,0.86,0
2730,13.0,,79.85,,0.769,0.54,,23.28,,0.28,8.92,,0
2731,11.0,383.0,34.82,38.76,,0.55,,22.75,2.1,0.0,9.0,0.73,0
2732,,695.0,63.18,41.03,0.455,0.27,8.05,19.15,3.6,0.81,,,0
2733,15.0,701.0,46.73,19.7,0.4,0.07,6.93,18.85,3.65,0.0,9.0,0.67,0
2734,17.0,,60.82,,0.294,0.59,2.4,,4.14,,,,0
2735,,879.0,,82.79,,0.18,12.73,22.52,2.73,0.0,9.0,,0
2736,11.0,197.0,17.91,,0.364,0.45,18.7,23.78,1.46,0.0,9.0,0.0,0
2737,33.0,708.0,21.45,21.52,0.061,0.09,0.0,19.07,4.34,1.21,4.3,0.09,0
2738,18.0,,,,0.3329999999999999,,7.12,22.18,5.19,0.97,8.33,0.44,0
2739,15.0,790.0,52.67,42.15,0.467,,8.07,22.08,5.32,1.06,8.47,0.53,0
2740,17.0,1722.0,101.29,130.36,,,10.32,22.05,3.32,0.0,9.0,,0
2741,19.0,,42.58,37.51,0.579,0.21,7.28,20.27,5.04,,9.0,,0
2742,,772.0,51.47,49.83,0.2,0.6,6.1,20.4,4.53,1.46,,,0
2743,69.0,3652.0,52.93,41.64,0.0579999999999999,0.99,10.78,20.68,,0.0,9.0,0.75,0
2744,23.0,324.0,14.09,9.81,,,0.32,20.22,7.49,0.0,,0.43,0
2745,22.0,1305.0,59.32,59.0,0.182,,10.27,,1.47,0.21,,1.0,0
2746,,2007.0,37.17,4.07,0.019,0.02,0.23,5.93,1.93,0.0,9.0,0.0,0
2747,13.0,,47.15,,,,9.75,18.9,2.64,0.0,9.0,0.77,0
2748,14.0,1656.0,,138.96,0.071,0.64,9.72,14.33,1.76,0.8,,,1
2749,15.0,1268.0,84.53,137.12,,0.33,11.25,22.63,2.82,,9.0,0.93,0
2750,12.0,363.0,30.25,,0.583,0.5,7.62,,4.97,1.17,,,0
2751,20.0,324.0,16.2,13.09,0.25,0.25,10.17,23.48,,0.22,8.95,,0
2752,14.0,,,,0.5,0.43,,22.78,1.16,0.0,,0.0,0
2753,18.0,,62.22,71.06,0.389,0.72,,17.67,1.96,,9.0,,0
2754,16.0,609.0,38.06,37.27,0.563,0.06,9.17,19.82,4.17,0.0,9.0,0.19,0
2755,28.0,646.0,23.07,,0.321,0.64,9.8,15.47,1.38,,9.0,0.93,0
2756,26.0,,83.69,74.81,0.6920000000000001,0.54,8.77,20.65,,0.0,9.0,0.65,0
2757,,1310.0,48.52,46.12,,0.48,,21.48,,,9.0,0.67,0
2758,,493.0,37.92,,0.462,0.15,9.0,,5.6,,9.0,0.31,0
2759,,988.0,61.75,53.9,0.625,0.38,7.02,22.17,,0.0,,,0
2760,16.0,362.0,22.63,18.5,0.375,0.44,1.1,21.6,,0.68,,,0
2761,,938.0,72.15,43.14,0.923,,4.43,19.9,,0.88,8.54,0.69,0
2762,21.0,,,,,,9.65,,2.93,2.54,7.38,0.52,0
2763,13.0,998.0,76.77,,0.769,0.23,11.48,23.25,3.49,1.44,,0.46,0
2764,,1069.0,44.54,,,0.46,7.73,,,0.2,8.96,,0
2765,28.0,285.0,,7.16,0.357,0.21,,,8.71,0.0,9.0,0.18,0
2766,,627.0,24.12,25.8,,0.58,12.23,20.32,2.75,0.0,,0.73,0
2767,35.0,1807.0,,91.61,0.286,0.03,7.43,18.43,,0.0,9.0,0.43,0
2768,13.0,,,51.0,0.846,0.38,0.12,,5.01,0.0,,,0
2769,38.0,1514.0,39.84,33.12,0.184,0.16,0.4,23.17,6.29,0.0,9.0,0.03,0
2770,12.0,11672.0,972.67,153.58,0.083,1.0,20.13,23.55,1.13,0.0,10.0,,0
2771,21.0,809.0,38.52,40.49,,0.33,10.05,,3.27,0.65,8.86,0.86,0
2772,,1205.0,63.42,107.1,0.368,,8.38,22.77,3.33,,9.0,0.68,0
2773,32.0,1071.0,33.47,,0.125,,,,0.55,0.18,8.97,1.0,1
2774,41.0,335.0,,2.98,0.024,0.05,0.05,23.98,7.66,0.0,9.0,0.27,0
2775,,960.0,87.27,,0.273,0.36,7.4,19.63,4.78,1.21,8.45,0.55,0
2776,15.0,403.0,26.87,18.8,,0.53,4.88,18.92,2.98,0.0,9.0,0.4,0
2777,13.0,822.0,,36.82,0.308,0.62,,18.82,3.59,0.0,9.0,0.77,0
2778,19.0,1126.0,59.26,129.52,0.211,0.11,8.55,21.37,3.94,0.0,11.0,0.58,0
2779,12.0,655.0,54.58,,0.833,,18.32,22.98,2.03,0.29,,0.0,0
2780,,547.0,45.58,,0.667,0.25,8.93,23.33,4.45,,9.0,0.42,0
2781,16.0,1249.0,78.06,113.95,,0.13,,14.37,,,7.38,1.0,0
2782,18.0,4371.0,242.83,255.24,0.278,0.22,13.38,21.52,2.79,2.43,7.33,0.83,0
2783,25.0,920.0,36.8,28.59,0.76,,11.0,20.85,2.42,,9.0,,0
2784,17.0,,,20.76,0.471,0.53,0.68,23.4,,,9.0,0.12,0
2785,13.0,,15.38,,0.385,0.46,6.3,21.77,,0.0,,0.23,0
2786,18.0,2552.0,141.78,,0.0559999999999999,,10.32,19.85,,1.94,8.33,0.94,0
2787,,760.0,69.09,99.09,0.727,,0.87,23.7,9.52,1.8,8.36,0.18,0
2788,14.0,,43.5,24.08,0.429,0.21,,19.12,1.74,0.85,9.43,0.93,0
2789,25.0,1172.0,46.88,,0.52,0.32,0.38,23.55,,0.0,9.0,0.24,0
2790,14.0,927.0,66.21,71.89,0.286,0.29,1.05,17.5,3.83,,,,0
2791,,,116.85,,0.231,0.38,6.58,23.03,,0.28,8.08,0.69,0
2792,,13164.0,1097.0,118.17,0.25,0.42,20.12,23.65,1.15,0.0,10.0,0.0,0
2793,,619.0,47.62,31.42,0.615,,,,4.23,0.0,9.0,0.0,0
2794,14.0,567.0,40.5,39.61,0.5,0.29,,,5.3,0.36,8.86,0.43,0
2795,11.0,457.0,41.55,30.89,0.545,,9.67,21.18,,0.0,9.0,0.36,0
2796,20.0,60.0,3.0,0.0,,0.05,0.08,23.4,6.88,0.0,9.0,0.35,0
2797,33.0,1757.0,53.24,46.02,0.242,,8.37,19.53,,,8.12,0.67,0
2798,11.0,682.0,62.0,61.4,0.545,0.45,7.38,22.73,6.18,2.02,,,0
2799,,13404.0,1117.0,123.58,0.1669999999999999,0.67,20.17,23.68,,0.0,10.0,0.0,0
